Customer_ID,Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend,Customer_Lifetime_Value_AED,Churn_Risk_Score,Device_Type,Preferred_Payment
UAE00952,54,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,15793,1,1,Weekly,Both,Luxury,7,173,3,1,1.5,Instagram,0,1,3,93,3,5,19,1,3,1,0,0,1,1,4597,50950,46.1,Desktop,BNPL
UAE00953,53,Female,Egyptian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,22677,0,1,Bi-Weekly,In-Store,Food and Dining,11,2625,3,1,5.6,Instagram,1,1,4,97,2,10,66,6,0,0,0,0,1,1,11483,694721,57.4,Mobile,BNPL
UAE00954,41,Male,Emirati,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,21058,0,1,Monthly,Online,Electronics,18,1711,1,1,1.9,Snapchat,1,1,4,81,6,10,48,3,6,1,0,0,0,1,7172,516384,40.3,Desktop,Credit Card
UAE00955,48,Female,Indian,Dubai,Tier 1,Married,High School,Self-Employed,14070,0,1,Monthly,In-Store,Sports,5,575,9,0,0.9,TikTok,0,1,27,102,4,6,66,4,4,1,0,0,0,1,1898,52195,24.8,Tablet,Credit Card
UAE00956,23,Female,Indian,Dubai,Tier 1,Single,PhD,Student,2480,1,0,Weekly,Online,Groceries,2,2136,1,0,6.7,TikTok,1,0,13,178,6,3,73,4,1,1,0,0,1,0,4955,60285,42.4,Mobile,Debit Card
UAE00957,19,Female,Indian,Dubai,Tier 1,Single,Diploma,Employed Full-Time,5011,1,1,Bi-Weekly,In-Store,Travel,14,2205,1,1,2.9,LinkedIn,0,0,0,41,3,9,18,6,8,1,0,0,1,1,4419,92799,58.8,Desktop,Debit Card
UAE00958,37,Male,Pakistani,Sharjah,Tier 2,Single,Masters,Self-Employed,34052,1,1,Bi-Weekly,In-Store,Groceries,1,2365,1,1,1.3,Snapchat,0,1,1,123,3,2,80,6,7,1,0,0,0,0,8014,53426,66.6,Mobile,Credit Card
UAE00959,45,Female,American,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,23411,1,1,Weekly,Both,Groceries,4,2053,7,0,6.8,Instagram,0,0,21,33,1,1,39,7,9,1,1,0,0,1,5915,76895,51.1,Tablet,BNPL
UAE00960,28,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,85,1,0,Rarely,Online,Electronics,14,1426,9,0,6.2,TikTok,0,0,9,82,9,9,73,2,6,1,0,0,0,1,2527,215216,12.4,Mobile,Debit Card
UAE00961,21,Female,Jordanian,Dubai,Tier 1,Single,Masters,Employed Full-Time,29776,1,0,Monthly,Online,Groceries,15,360,3,0,5.6,YouTube,0,1,29,145,7,3,108,7,8,1,0,1,0,1,7585,1023975,24.7,Desktop,Credit Card
UAE00962,32,Male,Indian,Abu Dhabi,Tier 1,Single,Diploma,Student,3848,1,0,Rarely,Both,Groceries,17,89,3,1,7.3,YouTube,1,1,4,84,9,8,51,7,9,1,1,1,0,1,2307,166680,37.0,Mobile,Debit Card
UAE00963,23,Male,Pakistani,Abu Dhabi,Tier 1,Single,Bachelors,Student,2985,0,1,Daily,Both,Electronics,3,830,9,0,4.2,Instagram,1,0,8,174,1,4,23,1,1,1,0,0,1,0,2299,13219,58.4,Mobile,Credit Card
UAE00964,47,Female,Indian,Sharjah,Tier 2,Single,Masters,Student,1725,1,1,Weekly,Both,Groceries,4,630,9,0,1.5,Instagram,1,1,12,90,8,0,33,5,2,1,1,0,0,1,2100,23100,25.5,Mobile,Cash on Delivery
UAE00965,55,Male,Indian,Sharjah,Tier 2,Married,Diploma,Employed Full-Time,11121,0,0,Monthly,In-Store,Groceries,18,2249,2,1,1.0,TikTok,0,0,22,71,2,4,60,3,8,1,1,0,1,0,3997,359730,33.7,Tablet,Digital Wallet
UAE00966,19,Female,Pakistani,Ajman,Tier 3,Single,Masters,Self-Employed,19406,1,1,Bi-Weekly,Online,Luxury,1,2043,4,0,2.9,TikTok,0,0,28,105,3,5,102,0,5,0,1,0,0,0,6180,52530,24.7,Desktop,Digital Wallet
UAE00967,32,Female,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,18986,1,0,Weekly,Both,Electronics,5,2284,3,1,1.2,TikTok,1,0,20,57,1,9,59,5,1,1,1,1,1,1,6646,163380,42.3,Desktop,Credit Card
UAE00968,28,Female,Indian,Sharjah,Tier 2,Married,High School,Employed Full-Time,24068,1,0,Rarely,Online,Luxury,18,479,6,1,4.5,Snapchat,0,1,12,20,7,5,98,0,5,0,1,1,1,0,3924,576828,14.0,Tablet,Digital Wallet
UAE00969,25,Female,Other,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,24871,1,1,Monthly,Online,Sports,13,2089,9,0,0.6,Instagram,0,0,27,169,5,4,26,2,4,0,1,0,0,0,6297,177365,20.7,Mobile,Digital Wallet
UAE00970,43,Male,Pakistani,Fujairah,Tier 3,Married,Bachelors,Student,1998,1,1,Bi-Weekly,Online,Fashion,14,506,6,0,3.8,Instagram,0,0,27,75,3,7,17,0,9,1,0,0,0,0,100,1983,8.3,Mobile,Digital Wallet
UAE00971,62,Male,Pakistani,Dubai,Tier 1,Divorced,Bachelors,Student,2188,0,0,Bi-Weekly,Both,Electronics,3,2850,5,1,1.8,Snapchat,0,1,8,38,4,4,53,6,4,1,0,0,0,0,2866,37974,44.4,Mobile,Credit Card
UAE00972,61,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,22973,0,1,Daily,Online,Travel,6,1300,6,1,3.3,YouTube,0,1,13,27,10,10,78,3,4,0,0,0,1,1,10425,406575,0.0,Mobile,BNPL
UAE00973,22,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,25904,0,1,Rarely,Both,Fashion,11,1501,6,0,5.6,Instagram,0,0,16,137,6,9,77,7,1,1,1,0,0,1,12698,896267,42.9,Mobile,Digital Wallet
UAE00974,23,Male,Jordanian,Sharjah,Tier 2,Married,Bachelors,Unemployed,746,1,1,Monthly,Online,Fashion,9,253,7,1,3.1,Facebook,1,0,2,166,6,2,86,3,5,0,1,1,1,1,1945,125452,40.3,Mobile,BNPL
UAE00975,43,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,23494,0,1,Daily,Online,Groceries,19,2876,0,1,3.1,TikTok,1,0,17,113,2,2,43,6,6,1,0,0,0,1,9523,648357,50.1,Mobile,BNPL
UAE00976,21,Female,Pakistani,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,21431,1,1,Weekly,In-Store,Groceries,7,167,2,1,7.9,TikTok,1,0,11,153,7,3,48,4,8,1,0,0,1,1,7454,208712,21.9,Mobile,Debit Card
UAE00977,36,Male,Emirati,Ras Al Khaimah,Tier 3,Married,Masters,Employed Full-Time,22806,0,1,Monthly,Online,Groceries,10,1902,2,0,5.9,LinkedIn,1,0,22,14,2,9,82,1,4,0,0,0,0,1,10642,727203,20.1,Mobile,BNPL
UAE00978,37,Female,Pakistani,Ras Al Khaimah,Tier 3,Married,Masters,Self-Employed,29583,1,1,Weekly,Both,Food and Dining,7,1877,4,1,4.4,TikTok,1,1,8,37,9,7,20,1,4,1,1,1,0,1,12676,147886,0.0,Mobile,Credit Card
UAE00979,50,Female,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,9289,0,0,Rarely,Both,Travel,5,2319,9,0,4.8,Snapchat,0,0,15,178,2,8,94,0,8,1,1,1,0,1,3823,149734,34.9,Tablet,BNPL
UAE00980,37,Female,Lebanese,Dubai,Tier 1,Divorced,Masters,Self-Employed,24864,0,1,Rarely,Online,Travel,4,946,6,1,5.2,TikTok,0,1,29,92,5,6,35,1,5,1,0,0,0,1,7057,82331,12.0,Desktop,Credit Card
UAE00981,29,Female,Jordanian,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,21945,0,1,Monthly,Both,Groceries,17,2160,9,0,0.7,Instagram,0,1,12,170,8,1,33,6,6,1,0,1,1,1,8117,379469,36.9,Tablet,Debit Card
UAE00982,64,Male,Lebanese,Ajman,Tier 3,Single,High School,Employed Full-Time,19831,1,1,Monthly,Both,Food and Dining,5,2493,5,0,1.1,Snapchat,1,0,27,54,8,8,110,2,3,1,1,1,0,1,7834,359058,0.0,Mobile,Credit Card
UAE00983,18,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,20228,1,1,Bi-Weekly,In-Store,Sports,17,2102,3,0,5.4,TikTok,0,0,17,125,4,5,81,1,3,1,1,0,1,0,7769,891492,23.7,Mobile,BNPL
UAE00984,43,Male,Jordanian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,20958,1,1,Weekly,Both,Luxury,17,557,5,1,3.2,Instagram,0,0,11,163,7,5,99,5,0,0,1,0,1,0,6428,901527,35.1,Desktop,Credit Card
UAE00985,31,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,17916,1,1,Monthly,Both,Beauty,17,2242,6,1,0.9,Snapchat,0,1,21,123,8,5,76,6,4,1,1,1,1,0,8564,922057,19.3,Mobile,BNPL
UAE00986,55,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,13934,1,0,Weekly,Online,Fashion,1,1003,3,0,2.7,Instagram,0,1,1,31,8,0,2,0,1,0,1,1,0,0,6094,1015,6.3,Mobile,Digital Wallet
UAE00987,54,Female,Egyptian,Abu Dhabi,Tier 1,Divorced,Bachelors,Self-Employed,16762,0,1,Bi-Weekly,Online,Travel,2,2759,7,0,1.5,Instagram,0,0,18,98,5,8,34,1,4,1,0,1,0,1,11024,62469,27.3,Mobile,Credit Card
UAE00988,28,Male,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,24400,1,1,Weekly,In-Store,Beauty,19,1232,4,1,7.4,Twitter X,1,1,0,123,10,5,76,5,4,1,0,1,0,0,6733,810204,31.7,Mobile,Credit Card
UAE00989,53,Male,Indian,Dubai,Tier 1,Married,Masters,Self-Employed,30379,1,0,Weekly,Online,Food and Dining,9,1995,2,1,2.0,Instagram,0,1,5,174,2,6,90,3,3,0,0,0,0,0,14141,954517,60.3,Mobile,Credit Card
UAE00990,30,Female,American,Ras Al Khaimah,Tier 3,Single,High School,Unemployed,272,1,1,Weekly,Online,Fashion,15,2878,1,1,1.6,Facebook,0,0,17,145,2,0,32,3,9,1,0,1,0,0,3317,132680,46.6,Mobile,Digital Wallet
UAE00991,60,Male,Indian,Abu Dhabi,Tier 1,Married,Diploma,Student,3220,1,1,Monthly,In-Store,Food and Dining,19,1008,0,1,5.2,YouTube,0,1,2,113,5,4,21,4,8,1,0,0,0,0,2015,66998,47.3,Desktop,BNPL
UAE00992,20,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Unemployed,264,1,0,Bi-Weekly,Both,Fashion,5,1904,3,1,4.4,Instagram,0,0,21,85,4,2,5,6,4,1,1,1,0,1,3601,7502,25.3,Mobile,Debit Card
UAE00993,50,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,6120,1,1,Weekly,Online,Groceries,13,2108,1,0,4.8,TikTok,0,0,5,90,4,8,28,4,5,1,1,1,0,0,5939,180149,44.8,Mobile,Credit Card
UAE00994,23,Male,Jordanian,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,22825,1,0,Bi-Weekly,Online,Home and Living,4,118,2,1,3.8,Snapchat,0,0,3,92,3,1,87,4,0,1,1,0,0,0,2019,58551,49.8,Desktop,BNPL
UAE00995,27,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Student,3983,0,0,Daily,Both,Sports,13,1777,0,1,4.0,TikTok,0,0,16,128,9,3,48,4,4,1,0,1,1,0,5580,290160,8.8,Mobile,Digital Wallet
UAE00996,22,Female,Other,Sharjah,Tier 2,Single,Masters,Student,4196,1,1,Rarely,In-Store,Sports,6,1687,5,0,6.3,Snapchat,0,1,22,22,8,2,96,1,8,1,0,1,1,1,4017,192816,0.0,Mobile,Digital Wallet
UAE00997,40,Female,Indian,Abu Dhabi,Tier 1,Single,High School,Student,3325,0,0,Bi-Weekly,Both,Beauty,12,1013,3,1,2.1,TikTok,0,0,17,169,4,8,69,6,5,1,1,0,0,1,2004,138276,56.9,Desktop,BNPL
UAE00998,27,Female,Indian,Ras Al Khaimah,Tier 3,Married,Bachelors,Self-Employed,24792,0,0,Weekly,Both,Electronics,9,1617,4,0,3.5,Instagram,0,1,21,3,7,2,99,6,8,1,1,0,1,1,10212,758241,15.5,Mobile,Credit Card
UAE00999,61,Male,Pakistani,Dubai,Tier 1,Single,Masters,Employed Part-Time,16719,1,0,Weekly,Both,Beauty,15,251,7,1,7.7,Instagram,1,1,6,92,8,0,70,5,3,0,1,1,0,0,6132,536550,25.3,Mobile,Credit Card
UAE01000,19,Male,Emirati,Dubai,Tier 1,Single,High School,Employed Full-Time,18659,0,0,Rarely,Both,Groceries,15,315,3,0,1.9,Facebook,0,0,29,63,6,7,83,0,1,1,1,0,0,1,3714,385327,0.2,Mobile,Credit Card
UAE01001,30,Male,Emirati,Dubai,Tier 1,Single,Masters,Self-Employed,18594,1,0,Bi-Weekly,Online,Home and Living,17,2205,5,1,2.7,Instagram,1,1,1,66,2,0,108,7,8,1,1,1,0,0,9102,1392606,73.6,Mobile,Credit Card
UAE01002,57,Female,Filipino,Sharjah,Tier 2,Married,Masters,Employed Full-Time,10612,1,1,Weekly,Online,Fashion,5,2287,2,0,1.9,LinkedIn,0,1,14,46,8,10,40,1,3,1,0,0,0,1,6913,115216,8.2,Mobile,Credit Card
UAE01003,19,Female,Filipino,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,24838,1,1,Bi-Weekly,Both,Groceries,5,288,7,1,0.7,Facebook,1,1,21,136,3,0,6,0,1,1,1,0,0,1,5847,14617,27.9,Desktop,Credit Card
UAE01004,37,Male,Other,Ajman,Tier 3,Married,Bachelors,Employed Part-Time,6244,1,1,Weekly,Both,Food and Dining,5,1000,2,1,2.5,Instagram,1,1,16,39,4,6,14,0,0,0,0,0,0,0,4378,25538,14.7,Mobile,Debit Card
UAE01005,18,Female,Indian,Sharjah,Tier 2,Married,High School,Employed Full-Time,6803,0,1,Daily,Online,Electronics,14,2440,6,1,0.8,Instagram,1,0,5,153,4,8,119,0,1,1,1,0,1,0,4555,632385,43.8,Mobile,Cash on Delivery
UAE01006,54,Male,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,13017,1,0,Monthly,Online,Home and Living,2,340,6,1,1.7,TikTok,0,0,7,94,7,3,67,0,4,1,1,0,0,0,4358,48664,19.4,Mobile,BNPL
UAE01007,26,Male,Indian,Fujairah,Tier 3,Married,High School,Self-Employed,15216,1,1,Weekly,Both,Electronics,9,2418,2,1,3.2,Snapchat,0,1,7,47,8,9,11,7,2,1,1,1,0,1,10477,86435,33.2,Mobile,Digital Wallet
UAE01008,34,Male,Other,Dubai,Tier 1,Single,Bachelors,Student,3045,1,0,Monthly,Online,Fashion,14,1858,2,0,0.7,Twitter X,0,0,6,162,9,3,39,3,5,1,0,0,0,0,4719,214714,27.4,Mobile,Digital Wallet
UAE01009,26,Male,Lebanese,Sharjah,Tier 2,Married,Bachelors,Self-Employed,24977,1,1,Bi-Weekly,Online,Home and Living,15,2139,9,1,6.1,Instagram,0,1,3,68,1,4,41,5,3,0,1,1,0,1,2537,130021,69.0,Mobile,Credit Card
UAE01010,28,Male,Jordanian,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,17195,0,1,Weekly,Both,Groceries,4,1004,9,0,6.5,Instagram,0,1,19,57,1,4,24,0,1,0,0,0,0,1,7067,56536,29.0,Mobile,Digital Wallet
UAE01011,32,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,1135,1,1,Monthly,Online,Beauty,6,1271,7,1,3.6,TikTok,1,1,4,153,7,1,43,1,6,1,1,0,0,0,3727,80130,35.9,Mobile,Credit Card
UAE01012,41,Male,Filipino,Sharjah,Tier 2,Divorced,Masters,Employed Full-Time,26237,1,1,Weekly,Online,Travel,14,2986,2,0,7.9,Instagram,0,0,7,87,4,8,109,0,5,1,0,1,1,1,14316,1820518,32.7,Mobile,BNPL
UAE01013,55,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,13809,1,0,Monthly,In-Store,Luxury,5,682,1,0,5.6,Snapchat,0,0,13,62,10,9,82,3,7,1,1,1,0,1,6686,228438,12.6,Mobile,Debit Card
UAE01014,52,Male,Indian,Dubai,Tier 1,Single,PhD,Employed Full-Time,24201,1,1,Monthly,Both,Travel,11,1980,4,0,6.1,TikTok,0,0,19,39,8,8,95,1,9,0,1,1,1,1,8776,764243,0.0,Desktop,Cash on Delivery
UAE01015,47,Female,Filipino,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,13201,1,1,Rarely,In-Store,Home and Living,14,2943,6,1,1.9,TikTok,1,0,24,114,5,8,74,6,4,1,1,0,1,0,6934,598635,39.1,Mobile,Credit Card
UAE01016,48,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Employed Part-Time,17778,1,1,Weekly,In-Store,Beauty,7,333,7,1,6.8,Snapchat,0,1,2,122,1,8,26,5,2,1,1,1,1,1,3519,53371,71.2,Mobile,Credit Card
UAE01017,22,Male,Pakistani,Ajman,Tier 3,Single,Bachelors,Self-Employed,21772,1,1,Daily,In-Store,Beauty,14,856,0,1,7.6,TikTok,1,1,24,135,2,0,29,2,3,1,1,0,0,0,9320,315326,32.2,Mobile,Cash on Delivery
UAE01018,61,Male,Other,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,8367,0,1,Bi-Weekly,In-Store,Sports,13,2279,1,0,2.3,TikTok,1,0,17,95,10,7,2,1,4,1,1,0,0,1,7047,15268,0.0,Desktop,Credit Card
UAE01019,31,Male,Other,Ras Al Khaimah,Tier 3,Married,Bachelors,Employed Full-Time,16679,1,1,Weekly,Online,Beauty,18,1084,6,0,5.6,Instagram,1,0,21,6,3,7,30,7,4,1,0,0,0,1,7531,338895,34.0,Mobile,BNPL
UAE01020,28,Male,Lebanese,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,14786,0,1,Bi-Weekly,Online,Electronics,2,1956,8,0,6.1,Snapchat,1,1,14,123,2,3,103,6,5,0,0,0,1,0,5200,89266,58.4,Desktop,Digital Wallet
UAE01021,26,Male,American,Abu Dhabi,Tier 1,Single,Diploma,Employed Full-Time,17012,0,1,Daily,In-Store,Fashion,9,2842,2,1,2.8,TikTok,0,0,20,83,9,9,111,3,8,1,1,1,1,1,10292,856809,4.9,Desktop,Digital Wallet
UAE01022,51,Female,British,Sharjah,Tier 2,Married,Bachelors,Employed Part-Time,13938,0,1,Bi-Weekly,Both,Groceries,11,2539,7,0,4.1,Instagram,0,0,4,19,7,0,74,5,3,0,0,0,0,1,6477,439356,25.0,Desktop,Cash on Delivery
UAE01023,29,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15693,1,0,Weekly,Both,Electronics,11,2726,9,0,1.2,Instagram,1,0,14,175,2,0,76,3,6,1,0,0,1,0,3479,242370,52.4,Mobile,Cash on Delivery
UAE01024,52,Male,Emirati,Fujairah,Tier 3,Single,Masters,Employed Full-Time,29866,0,1,Monthly,Both,Fashion,6,2485,2,1,1.8,Instagram,0,0,26,19,7,0,84,4,6,1,0,1,1,1,11126,467292,13.6,Mobile,Credit Card
UAE01025,52,Female,British,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,7978,0,1,Monthly,Both,Home and Living,1,625,3,1,1.0,Instagram,0,0,5,34,10,2,57,2,5,1,1,0,0,1,5157,24495,13.0,Desktop,Digital Wallet
UAE01026,18,Male,American,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,15565,0,0,Daily,Online,Electronics,5,2551,1,0,4.7,TikTok,0,1,9,171,1,9,118,0,0,1,1,0,1,0,7821,384532,55.3,Tablet,BNPL
UAE01027,57,Female,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,8490,1,0,Monthly,Both,Home and Living,14,1668,8,1,5.2,Instagram,0,1,22,141,5,2,105,6,8,1,1,0,1,1,4508,552230,35.3,Desktop,BNPL
UAE01028,39,Female,Other,Dubai,Tier 1,Single,High School,Self-Employed,21236,1,0,Weekly,Both,Luxury,16,976,4,0,7.4,TikTok,0,1,19,164,5,3,59,3,5,0,1,0,0,0,5262,413944,32.0,Mobile,Credit Card
UAE01029,46,Female,Emirati,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,10377,0,0,Weekly,In-Store,Fashion,9,1075,4,0,4.6,TikTok,0,1,14,25,9,10,19,7,2,1,1,0,0,1,5428,77349,17.6,Mobile,BNPL
UAE01030,25,Male,Indian,Sharjah,Tier 2,Married,Masters,Employed Full-Time,16517,1,1,Weekly,Online,Fashion,19,860,3,0,2.5,Snapchat,1,0,19,97,4,1,54,4,1,1,1,1,0,1,7290,623295,27.6,Mobile,Cash on Delivery
UAE01031,28,Male,British,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,18567,1,1,Monthly,In-Store,Electronics,8,1315,4,0,0.9,Facebook,1,1,27,56,4,10,70,4,2,1,1,0,1,1,7345,342766,19.3,Desktop,Digital Wallet
UAE01032,58,Female,Indian,Dubai,Tier 1,Divorced,Diploma,Employed Full-Time,19788,1,1,Bi-Weekly,In-Store,Beauty,8,858,0,0,7.1,TikTok,1,0,8,21,6,10,23,5,0,1,1,0,1,1,6530,100126,20.8,Mobile,Debit Card
UAE01033,54,Male,Emirati,Dubai,Tier 1,Married,High School,Employed Full-Time,21440,0,0,Daily,Online,Home and Living,16,2465,9,1,4.1,Instagram,0,0,3,34,2,8,83,0,2,1,1,1,1,1,9313,1030638,42.4,Mobile,Credit Card
UAE01034,31,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,6260,1,1,Rarely,In-Store,Beauty,18,991,9,1,6.0,Instagram,0,0,7,110,10,9,95,6,4,1,0,0,1,0,3691,525967,25.2,Desktop,Debit Card
UAE01035,47,Male,Lebanese,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,21292,0,1,Weekly,Both,Groceries,8,89,5,0,0.6,Instagram,0,0,25,25,6,8,33,6,3,1,1,0,1,1,7566,166452,13.1,Mobile,Digital Wallet
UAE01036,52,Male,Pakistani,Ajman,Tier 3,Married,Bachelors,Employed Full-Time,20833,1,0,Rarely,Both,Beauty,9,1388,3,0,4.2,TikTok,1,0,12,82,7,9,66,6,9,1,1,0,1,1,6239,308830,37.1,Desktop,Digital Wallet
UAE01037,38,Male,Egyptian,Sharjah,Tier 2,Single,Bachelors,Student,4788,1,1,Weekly,Online,Luxury,5,606,3,0,2.9,Instagram,0,0,16,107,4,6,79,5,0,0,1,1,0,0,2365,77847,33.6,Mobile,Debit Card
UAE01038,54,Male,Filipino,Sharjah,Tier 2,Single,Bachelors,Self-Employed,7498,1,1,Monthly,Online,Electronics,2,1371,4,1,0.7,TikTok,0,0,3,11,10,1,11,1,4,1,1,0,0,0,4847,8886,0.0,Mobile,Credit Card
UAE01039,22,Female,Emirati,Sharjah,Tier 2,Married,Masters,Self-Employed,24739,1,1,Monthly,Both,Luxury,14,1704,0,1,6.3,LinkedIn,0,1,1,19,9,2,90,2,2,1,0,1,1,0,3577,375585,13.0,Mobile,Debit Card
UAE01040,36,Male,Other,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,14518,1,1,Monthly,Both,Home and Living,18,2077,3,1,4.3,Instagram,1,1,26,177,5,7,18,0,9,1,1,0,1,1,9422,254394,21.9,Desktop,Debit Card
UAE01041,31,Male,Emirati,Ajman,Tier 3,Married,Bachelors,Self-Employed,16501,1,1,Rarely,In-Store,Fashion,13,966,9,1,3.0,YouTube,0,0,25,177,3,8,65,7,6,1,1,1,0,0,4277,301172,57.1,Mobile,Cash on Delivery
UAE01042,43,Male,Other,Dubai,Tier 1,Married,Bachelors,Student,4189,1,1,Monthly,Both,Beauty,12,692,2,0,6.5,LinkedIn,0,1,4,162,9,3,32,5,9,1,0,1,0,1,1407,45024,29.9,Mobile,BNPL
UAE01043,21,Male,Filipino,Dubai,Tier 1,Married,Masters,Self-Employed,20744,1,0,Bi-Weekly,Online,Electronics,15,2547,4,0,3.9,LinkedIn,0,1,1,130,1,8,4,0,7,0,1,0,0,0,7105,35525,62.4,Tablet,Debit Card
UAE01044,42,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,4717,0,0,Monthly,In-Store,Groceries,15,444,9,1,0.5,LinkedIn,1,0,15,30,8,3,86,1,4,1,1,0,1,1,3677,395277,0.8,Mobile,BNPL
UAE01045,62,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,7345,1,0,Monthly,Both,Fashion,1,841,4,0,7.6,Instagram,1,0,22,109,1,1,36,1,9,1,1,0,0,1,3309,9927,36.0,Mobile,Credit Card
UAE01046,59,Female,Pakistani,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,19370,1,0,Daily,Both,Electronics,7,2185,7,0,2.4,Instagram,0,0,25,38,10,6,93,3,7,0,1,1,1,1,6487,351919,0.0,Mobile,Cash on Delivery
UAE01047,42,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Part-Time,12500,1,1,Rarely,Both,Groceries,13,2630,0,0,6.7,Instagram,0,1,22,15,8,8,100,1,5,0,1,0,0,1,7640,827666,0.0,Mobile,Debit Card
UAE01048,35,Male,Emirati,Sharjah,Tier 2,Single,Masters,Employed Full-Time,29177,1,1,Bi-Weekly,In-Store,Sports,18,1994,2,1,6.6,Instagram,1,1,14,75,5,1,57,1,5,1,1,1,0,0,3694,315837,13.6,Mobile,Debit Card
UAE01049,57,Male,Egyptian,Abu Dhabi,Tier 1,Married,Bachelors,Student,2539,0,1,Weekly,Both,Food and Dining,1,793,4,1,1.7,TikTok,0,0,24,60,7,7,114,7,4,1,1,1,0,1,2551,24234,25.4,Mobile,Debit Card
UAE01050,25,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,13642,1,1,Bi-Weekly,Online,Home and Living,11,2478,2,0,4.1,LinkedIn,1,0,28,132,8,5,33,2,9,0,1,0,1,1,8825,266956,8.1,Mobile,BNPL
UAE01051,56,Female,Filipino,Sharjah,Tier 2,Married,Masters,Employed Full-Time,31783,1,0,Bi-Weekly,Online,Groceries,13,1628,5,1,0.8,Instagram,0,0,3,83,1,8,103,5,5,1,1,0,0,1,7637,852161,62.2,Mobile,BNPL
UAE01052,57,Female,Indian,Dubai,Tier 1,Single,Diploma,Employed Full-Time,11035,1,0,Bi-Weekly,Online,Food and Dining,9,2528,9,0,3.2,Instagram,0,0,14,14,1,4,14,5,0,1,0,0,0,1,7023,73741,49.4,Desktop,Digital Wallet
UAE01053,31,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,22416,0,1,Bi-Weekly,In-Store,Fashion,16,1289,2,0,6.0,Facebook,1,0,4,114,7,0,48,6,7,1,0,0,1,0,7341,469824,42.9,Mobile,Credit Card
